Co_ID|PO ID|Exchange|Name| Root_Ticker | qmv | OS_Shares | tech_sub_sec | cps | re |Sector| Sub_Sector |type_of_listing|date_of_listing|QT_Date|RTO_Date|Date_of_amalgamation|Interlisted|formar_cpc_or_cpc|Ven_50_2018|Index|hq_location|hq_region|usa_city|USA_State|Asia_Region|clean_tech_primary|clean_tech_sub_sector|Section|trust| volume_ytd | value_ ytd | num_traded_share_ytd | num_of_month_trading_data |AFRICA|AUS_NZ_PNG|CANADA|CHINA_ ASIA|LATIN_AMERICA|OTHER|UK_EUROPE|USA|Oil_Gas|Gold|Silver|Copper|Nickel|Diamond|Molybdenum|Platinum_PGM|Iron|Lead|Zinc|Rare Earths|Potash|Lithium|Uranium|Coal|Tungsten|base_ precious_metals|mineral_properties|other_properties|
V-00218|1062160|TSXV |Sonoro Metals Corp.|SMO| 2,725,534 | 24,777,586 ||||Mining||||||||No|||AB|Canada||||||Tier2|| 1,425,730 | 230,462 | 168 |6|||||Mexico||||||1|||||||1|||||||||||
V-01821|13542|TSXV |South Star Mining Corp.|STS| 13,869,220 | 27,738,439 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 52,200 | 23,361 | 14 |1|||||Brazil|||||||||||||||||||||||Graphite|
V-01827|1100576|TSXV |Southern Arc Minerals Inc.|SA| 6,824,220 | 14,519,616 ||||Mining||Other|20050630|||||No|||BC|Canada||||||Tier2|| 511,308 | 251,375 | 274 |6||||Indonesia||||||1||1|||||||||||||||||
V-01830|28662|TSXV |Southern Silver Exploration Corp.|SSV| 25,106,626 | 96,563,948 ||||Mining|||||||OTCQB, SSEV|No||1|BC|Canada||||||Tier2|| 8,860,977 | 2,558,012 | 2,317 |6|||||Mexico|||||1|1|1||||||1|1|||||||1|||
V-01800|1023428|TSXV |Spanish Mountain Gold Ltd.|SPA| 22,075,716 | 232,375,957 ||||Mining||||||||No||1|BC|Canada||||||Tier2|| 15,653,038 | 1,702,380 | 1,540 |6|||BC|||||||1|||||||||||||||||||
V-01835|1062243|TSXV |Sparton Resources Inc.|SRI| 9,730,493 | 121,631,160 ||||Mining||||||||No|||ON|Canada||||||Tier2|| 19,115,597 | 1,637,925 | 1,510 |6|||ON|China||||||1|||||||||||||1|1||||Germanium,Vanadium|
V-03111|1128940|TSXV |Spearmint Resources Inc.|SRJ| 4,437,855 | 129,795,847 ||||Mining||QT|20100430|20120207||||Yes|||BC|Canada||||||Tier2|| 190,511,094 | 15,424,309 | 7,765 |6|||Quebec|||||NV||||||||||||||1|||||||
V-00570|19096|TSXV |Sphinx Resources Ltd.|SFX| 3,855,441 | 96,386,036 ||||Mining||||||20050817||No|||Quebec|Canada||||||Tier2|| 12,814,561 | 806,204 | 799 |6|||Quebec|||||||1|||||||||||||||||||
V-01842|1062245|TSXV |Spruce Ridge Resources Ltd.|SHL| 2,112,153 | 84,486,122 ||||Mining||||||||No|||ON|Canada||||||Tier2|| 16,419,389 | 644,838 | 741 |6|||NL,ON|||||MT,NV||1|1||||||||||||1|||1|||
V-01758|1023402|TSXV |SRG Graphite Inc.|SRG| 52,991,553 | 68,272,052 ||||Mining||RTO|||20170116|||No|||Quebec|Canada||||||Tier2|| 6,076,495 | 9,573,977 | 3,180 |6|Guinea|||||||||||||||||||||||||||Graphite|
V-03801|1146725|TSXV |Stakeholder Gold Corp.|SRC| 3,718,553 | 23,990,662 ||||Mining||Other|20110621|||||No|||ON|Canada||||||Tier2|| 3,013,770 | 1,043,130 | 828 |6|||Canada|||||||1|||||||||||||||||||
V-01512|1018160|TSXV |Standard Lithium Ltd.|SLL| 84,556,712 | 73,527,576 ||||Mining|||||||OTCQX|No|1|1|BC|Canada||||||Tier2|| 20,931,331 | 40,687,953 | 18,333 |6||||||||UT||||||||||||||1|||||||
V-02441|1110504|TSXV |Stans Energy Corp.|HRE| 4,524,215 | 180,968,586 ||||Mining||QT|20070129|20081212||||Yes|||ON|Canada||||||Tier2|| 12,710,620 | 437,915 | 835 |6||||||Kyrgystan, Russia||||||||||||||1|||||||||
V-01029|33712|TSXV |Starr Peak Exploration Ltd.|STE| 2,265,962 | 19,704,015 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 132,148 | 17,831 | 46 |5|||BC|||||||1|1|1|||1|||||||||||1|||
V-01857|21346|TSXV |Stellar AfricaGold Inc.|SPX| 3,196,106 | 63,922,117 ||||Mining||||||||No|||Quebec|Canada||||||Tier2|| 5,696,678 | 277,428 | 513 |6|Guinea, Mali||Quebec|||||||1|||||||||||||||||||
V-02722|1112182|TSXV |Stelmine Canada Lt‚e / Stelmine Canada Ltd.|STH| 4,499,323 | 23,680,645 ||||Mining||IPO|20080128|||||No|||Quebec|Canada||||||Tier2|| 3,645,735 | 891,551 | 590 |6|||Quebec|||||||||||||||||||||||1|||
V-04273|1175480|TSXV |Stockport Exploration Inc.|SPT| 2,216,328 | 88,653,128 ||||Mining||TSX Comedown|20151103|||||No|||NS|Canada||||||||||||Kenya||ON||Mexico|||||1|1|1||||||||||1|||||||
V-01872|1023965|TSXV |Stratabound Minerals Corp.|SB| 9,553,900 | 191,078,000 ||||Mining||||||||No|||ON|Canada||||||Tier2|| 9,313,086 | 435,399 | 462 |6|||NB,ON|||||AZ||1|1|1|||||||||||||||||
V-01876|818115|TSXV |Strategic Metals Ltd.|SMD| 40,688,444 | 89,425,151 ||||Mining||||||||No||1|BC|Canada||||||Tier1|| 4,336,714 | 1,972,715 | 1,651 |6|||YT|||||||1|1|1||||||1|1||||||||||
V-02057|1101789|TSXV |Strategic Resources Inc.|STI| 1,834,660 | 9,173,302 ||||Mining||Other|20050923|||||No|||SK|Canada||||||Tier2|| 71,067 | 14,381 | 46 |6||||||||NM||||||||||||1|||||||||
V-03956|1151956|TSXV |Stria Lithium Inc.|SRA| 2,648,717 | 62,460,369 ||||Mining||QT|20120210|20131218||||Yes|||ON|Canada||||||Tier2|| 14,965,560 | 854,316 | 860 |6|||Quebec|||||AZ||||||||||||||1|||||||
V-01228|1014103|TSXV |Strikepoint Gold Inc.|SKP| 15,725,421 | 64,185,392 ||||Mining||||||||No|||AB|Canada||||||Tier2|| 9,936,889 | 2,126,363 | 1,535 |6|||MB,ON|||||||1|||||||||||||||||||
V-01886|27836|TSXV |Strongbow Exploration Inc.|SBW| 15,618,251 | 78,091,254 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 8,735,683 | 1,800,877 | 872 |6|||BC,NWT,SK|||||SC||1||1|1|||||||||||||||Cobalt|
V-01887|1057716|TSXV |Stroud Resources Ltd.|SDR| 1,937,373 | 196,440,650 ||||Mining||||||||No|||ON|Canada||||||Tier2|| 10,701,600 | 172,901 | 253 |6|||||Mexico|||||1|1||||||||||||||||||
V-03029|1122229|TSXV |Sun Metals Corp.|SUNM| 9,393,797 | 77,568,401 ||||Mining||QT from NEX|20091028|20180508 NEX||||Yes|||BC|Canada||||||Tier2|| 1,842,000 | 406,245 | 206 |2|||BC||||||||||||||||||||||||1||
V-02933|1118673|TSXV |Sunvest Minerals Corp.|SSS| 3,522,191 | 46,962,553 ||||Mining||QT|20081230|20110322||||Yes|||BC|Canada||||||Tier2|| 22,934,167 | 2,216,126 | 1,221 |6|South Africa||||Nicaragua|||||1||||1||||||||||1|||||
V-04326|1178735|TSXV |Superior Gold Inc.|SGI| 83,828,047 | 95,752,473 ||||Mining||IPO|20170223|||||No||1|ON|Canada||||||Tier1|| 19,056,814 | 23,793,283 | 5,640 |6||Australia||||||||1|||||||||||||||||||
V-00808|22614|TSXV |Surge Copper Corp.|SURG| 5,497,937 | 54,979,373 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 4,932,474 | 756,553 | 637 |6|||BC|||||||||1|||||||||||||||||
V-00480|40740|TSXV |Surge Exploration Inc.|SUR| 11,254,280 | 68,207,760 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 3,256,276 | 796,678 | 516 |6|||BC|||||||1||1|||||||||||||||||
V-01902|35759|TSXV |Sutter Gold Mining Inc.|SGM| 2,482,173 | 124,108,655 ||||Mining|||19931229||||OTCQB|No|||USA|USA|Riverton|WY||||Tier2|| 4,086,579 | 82,502 | 169 |6|||||Mexico|||CA||1|||||||||||||||||||
V-02950|1119259|TSXV |Tajiri Resources Corp.|TAJ| 8,873,224 | 54,017,113 ||||Mining||QT|20090123|20110426||||Yes|||BC|Canada||||||Tier2|| 1,896,350 | 240,677 | 166 |6|||Canada|||||||||||||||||1|||1|||1|||
V-03770|1142855|TSXV |Tango Mining Limited|TGV| 7,286,994 | 242,899,799 ||||Mining||IPO|20110512|||||No|||BC|Canada||||||Tier2|| 31,046,798 | 1,084,382 | 1,270 |6|||||Nicaragua|||||1|||||||||||||||||||
V-01930|1091209|TSXV |Taranis Resources Inc.|TRO| 6,930,253 | 60,263,067 ||||Mining|||20030918|||||No|||USA|USA|Lakewood|CO||||Tier2|| 1,358,524 | 124,223 | 128 |6|||BC||||Finland|||1|1|1|1|||||1|1||||||||||
V-04007|1153235|TSXV |Tarku Resources Ltd.|TKU| 2,239,494 | 62,780,466 ||||Mining||QT|20120502|20140521||||Yes|||BC|Canada||||||Tier2|| 6,610,561 | 275,647 | 303 |6|||SK||||||||||||||||||||1||||||
V-00615|1023260|TSXV |Tasca Resources Ltd.|TAC| 789,053 | 10,545,700 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 24,637,226 | 3,650,847 | 3,145 |6|||||||||||||||||||||||||||1||
V-01809|37278|TSXV |Telson Mining Corporation|TSN| 97,638,261 | 130,184,348 ||||Mining||||||||No||1|BC|Canada||||||Tier1|| 6,565,986 | 5,024,473 | 1,441 |6|||||Mexico|||||1|1|||||||||||||||1|||
V-03957|1062173|TSXV |Tembo Gold Corp.|TEM| 3,254,653 | 162,732,634 ||||Mining||Other|20120222|||||No|||ON|Canada||||||Tier1|| 8,015,205 | 231,653 | 413 |6|Tanzania|||||||||1|||||||||||||||||||
V-01604|1023519|TSXV |Teras Resources Inc.|TRA| 12,187,429 | 174,106,124 ||||Mining||||||||No||1|AB|Canada||||||Tier2|| 5,066,014 | 420,541 | 460 |6||||||||CA,MT,NV||1||||||||||||||||1|||
V-01953|1023486|TSXV |Terraco Gold Corp.|TEN| 14,605,580 | 146,055,795 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 8,638,470 | 754,662 | 715 |6||||||||ID,NV||1|1||||||||||||||||||
V-02870|1117336|TSXV |Terrax Minerals Inc.|TXR| 42,678,633 | 110,853,592 ||||Mining||IPO|20080703|||||No||1|BC|Canada||||||Tier2|| 8,313,091 | 3,839,066 | 2,434 |6|||||||||||||||||||||||||||||
V-02181|18275|TSXV |Tesoro Minerals Corp.|TES| 2,793,805 | 62,084,549 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 1,933,173 | 120,976 | 116 |6|||||Colombia|||||1|||||||||||||||||||
V-04372|1179120|TSXV |Tethyan Resources PLC|TETH| 6,319,507 | 33,260,561 ||||Mining||Other|20170906|||||No|||Jersey|UK/Europe||||||Tier2|| 1,788,562 | 464,999 | 430 |6|||||||Bulgaria, Kosovo, Serbia|||1||1|||||||||||||||||
V-01956|40289|TSXV |Teuton Resources Corp.|TUO| 7,041,039 | 39,116,881 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 4,758,993 | 918,521 | 955 |6|||BC|||||||1|1||||||||||||||||||
V-02562|1112390|TSXV |Theia Resources Ltd.|THH| 1,831,559 | 21,547,750 ||||Mining||QT|20070719|20090430||||Yes|||BC|Canada||||||Tier2|| 589,225 | 44,553 | 63 |6|||BC|||||||||||||||||||||||1|||
V-00912|822184|TSXV |Themac Resources Group Limited|MAC| 5,161,008 | 79,400,122 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 501,644 | 32,983 | 116 |6||||||||NM||||1|||||||||||||||||
V-01964|39347|TSXV |Thor Explorations Ltd.|THX| 61,983,630 | 326,229,630 ||||Mining||||||||No||1|BC|Canada||||||Tier2|| 3,664,911 | 583,610 | 444 |6|Burkina Faso,Nigeria,Senegal|||||||||1|||||||||||||||||||
V-03647|1132340|TSXV |Thunder Mountain Gold, Inc.|THM| 10,278,947 | 52,712,549 ||||Mining||Other|20100924||||OTCQB|No|||USA|USA|Boise|ID||||Tier2|| 14,650 | 3,408 | 11 |4|||||||||||||||||||||||||||||
V-03975|1155185|TSXV |Thunderstruck Resources Ltd.|AWE| 3,435,054 | 51,457,500 ||||Mining||QT|20120314|20140512||||Yes|||BC|Canada||||||Tier2|| 11,231,614 | 877,730 | 814 |6||||Fiji||||||1|1|1|||||||1||||||||||
V-01967|16535|TSXV |Tiger International Resources Inc.|TGR| 826,740 | 10,334,254 ||||Mining|||19850726|||||No|||USA|USA|Laguna Hills|CA||||Tier2|| 17,797 | 1,517 | 10 |3||||Philippines||||||1|||||||||||||||||||
V-01846|1050109|TSXV |Timberline Resources Corporation|TBR| 6,529,557 | 43,530,379 ||||Mining|||||||OTCQB|Yes|||USA|USA|Coeur d'Alene|ID||||Tier2|| 7,823,441 | 1,090,855 | 1,360 |6||||||||ID,MT,NV||1|||||||||||||||||||
V-01973|18705|TSXV |Tinka Resources Limited|TK| 138,117,194 | 251,122,170 ||||Mining|||20030211||||LIMA (BVL)|No|1|1|BC|Canada||||||Tier1|| 28,616,487 | 15,211,485 | 8,426 |6|||||Peru||||||1|1||||||1|1||||||||||
V-01974|1057717|TSXV |Tintina Mines Ltd.|TTS| 1,255,364 | 25,557,277 ||||Mining||||||||No|||ON|Canada||||||Tier2|| 111,546 | 7,595 | 22 |5|||||||||||||||||||||||||||||
V-01912|39686|TSXV |TNR Gold Corp.|TNR| 7,850,822 | 157,016,447 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 9,931,299 | 484,824 | 471 |6|||ON||Argentina||Ireland|AK||1|1|1|||||||||||||||||
V-02306|1106335|TSXV |Toachi Mining Inc.|TIM| 11,363,301 | 81,166,435 ||||Mining||RTO from NEX|20060523|20070606|20111209 NEX|||Yes|||ON|Canada||||||Tier2|| 22,408,150 | 3,799,479 | 2,208 |6|||||Bolivia||||||||||||1||||||||||||
V-00722|1062298|TSXV |Tolima Gold Inc.|TOM| 1,423,196 | 142,319,602 ||||Mining||RTO from NEX|||20111212 NEX|||No|||ON|Canada||||||Tier2|| 56,662,476 | 1,206,833 | 1,887 |6|||||Colombia|||||1|||||||||||||||||||
V-02669|1108570|TSXV |TomaGold Coporation|LOT| 9,793,434 | 139,906,201 ||||Mining||QT|20071123|20091007||||Yes|||Quebec|Canada||||||Tier2|| 31,379,319 | 2,024,081 | 1,647 |6|||Canada|||||||1|||||||||||||||||||
V-01824|20215|TSXV |Torq Resources Inc.|TORQ| 38,662,082 | 77,324,164 ||||Mining||RTO|||20110914||OTCQX|No||1|BC|Canada||||||Tier2|| 8,556,668 | 4,978,514 | 2,280 |6|||NL|||||||1|||||||||||||||||||
V-03741|1133295|TSXV |Transatlantic Mining Corp.|TCO| 1,594,097 | 39,852,431 ||||Mining||Other|20110325|||||No|||BC|Canada||||||Tier2|| 1,425,868 | 79,900 | 161 |6||||||||ID,MO||1|1|1|||||||||||||||||
V-03850|1144986|TSXV |Transition Metals Corp.|XTM| 4,909,249 | 41,507,131 ||||Mining||IPO|20110826|||||No|||ON|Canada||||||Tier2|| 4,418,450 | 628,232 | 426 |6|||Canada|||||||1|||||||||||||||||||
V-02004|38078|TSXV |Tres-Or Resources Ltd.|TRS| 3,208,289 | 106,942,968 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 9,500,983 | 409,341 | 307 |6|||Quebec|||||||1|1|||||||||||||||1|||
V-02005|1057718|TSXV |Tri Origin Exploration Ltd.|TOE| 2,387,446 | 119,372,306 ||||Mining||||||||No|||ON|Canada||||||Tier2|| 15,882,153 | 486,434 | 453 |6|||ON|||||||1|||||||||||||||||||
V-04351|1178845|TSXV |Trifecta Gold Ltd.|TG| 2,453,200 | 30,665,001 ||||Mining||Other|20170615|||||No|||BC|Canada||||||Tier2|| 1,910,657 | 199,097 | 424 |6|||YT|||||||1|||||||||||||||||||
V-01497|1023157|TSXV |Trigon Metals Inc.|TM| 5,396,473 | 26,982,367 ||||Mining||||||||No|||ON|Canada||||||Tier2|| 3,717,655 | 951,677 | 537 |6|Namibia||||||||||1|1||||||1|||||||||||
V-03149|1138245|TSXV |Tristar Gold Inc.|TSG| 32,015,844 | 168,504,440 ||||Mining||||||20100721||No||1|USA|USA|Houston|TX||||Tier2|| 2,911,633 | 687,088 | 663 |6|||||Brazil|||||1|||||||||||||||||||
V-02367|1108201|TSXV |Triumph Gold Corp.|TIG| 22,968,553 | 63,801,537 ||||Mining||Other|20060907|||||No||1|BC|Canada||||||Tier2|| 7,067,810 | 2,420,709 | 1,678 |6|||YT|||||||1|||||||||||||||||||
V-00373|27476|TSXV |Troilus Gold Corp.|TLG| 20,509,047 | 41,510,620 ||||Mining||RTO from NEX|||20180103 NEX|||No|||ON|Canada||||||Tier2|| 3,280,919 | 6,163,146 | 999 |6|||Quebec|||||||1||1|||||||||||||||||
V-04463|1180475|TSXV |Troubadour Resources Inc.|TR| 2,254,492 | 16,670,110 ||||Mining||Other|20180611|||||No|||BC|Canada||||||Tier2|| 21,500 | 3,333 | 2 |1|||BC|||||||||1|||||||||||||||||
V-02605|1114699|TSXV |Troymet Exploration Corp.|TYE| 621,781 | 124,356,225 ||||Mining||Other|20070920|||||No|||BC|Canada||||||Tier2|| 28,375,987 | 324,654 | 565 |6|||BC,MB,NU|||||||1|1|1|||||||1|1|||1||||||
V-02024|1088867|TSXV |True North Gems Inc.|TGX| 1,538,677 | 307,735,383 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 79,408,893 | 756,907 | 1,444 |6|||||||Greenland|||||||||||||||||||||Ruby|
V-02483|1111371|TSXV |Trueclaim Exploration Inc.|TRM| 5,570,352 | 35,937,753 ||||Mining||QT|20070330|20081224||||Yes|||ON|Canada||||||Tier2|| 833,561 | 139,972 | 239 |6|||ON, Quebec|||||NV||1|1||||||||||||||||||
V-02026|1056529|TSXV |Tsodilo Resources Limited|TSD| 22,673,655 | 45,347,310 ||||Mining||||||||No||1|ON|Canada||||||Tier2|| 440,987 | 253,758 | 204 |6|Botswana|||||||||||||1||||||||||||1|||
V-03156|1134680|TSXV |Tudor Gold Corp.|TUD| 21,920,615 | 63,801,537 ||||Mining||QT from NEX|20100708|20160510 NEX||||Yes|||BC|Canada||||||Tier2|| 4,958,905 | 2,119,556 | 1,613 |6|||BC|||||||1|1|1|||||||||||||||||
V-04310|1023816|TSXV |TVI Pacific Inc.|TVI| 9,832,056 | 655,470,372 ||||Mining||TSX Comedown|20160802|||||No|||AB|Canada||||||Tier2|| 33,941,539 | 393,865 | 874 |6||||Philippines||||||1|1|1|||||||1||||||||||
V-03148|1134440|TSXV |Twyford Ventures Inc.|TWY| 3,617,476 | 14,186,179 ||||Mining||QT|20100609|20120510||||Yes|||BC|Canada||||||Tier2|| 9,200 | 2,346 | 6 |4|||NU||||||||||||||||||||||||1||
V-02034|1081442|TSXV |Typhoon Exploration Inc.|TYP| 2,351,556 | 36,177,791 ||||Mining||||||||Yes|||Quebec|Canada||||||Tier2|| 4,248,823 | 310,361 | 420 |6|||Quebec|||||||1||||||||||||||||1|||
V-02264|1105116|TSXV |Ucore Rare Metals Inc.|UCU| 50,910,902 | 282,838,345 ||||Mining||QT|20060303|20061010||20070817|OTCQX|Yes||1|BC|Canada||||||Tier2|| 13,294,454 | 2,748,069 | 3,084 |6||||||||AK||||||||||||1|||||||||
V-02272|1105308|TSXV |Ultra Lithium Inc.|ULI| 12,354,752 | 70,598,582 ||||Mining||Other|20060321|||||No||1|BC|Canada||||||Tier2|| 2,681,991 | 772,910 | 821 |6|||ON||||Serbia|NV||||||||||||1||1||||||Boron|
V-02042|1072601|TSXV |Unigold Inc.|UGD| 9,590,975 | 45,671,309 ||||Mining|||20030211|||||No|||ON|Canada||||||Tier2|| 2,430,726 | 458,411 | 436 |6|||||Dominican Republic|||||1|||||||||||||||||||
V-02516|1110951|TSXV |Unity Energy Corp.|UTY| 2,058,138 | 11,760,789 ||||Mining||QT|20070528|20091231||||Yes|||BC|Canada||||||Tier2|| 919,335 | 164,210 | 94 |6|||SK|||||NV||1|||1|||||||||1|1||||||
V-02038|1020718|TSXV |Uracan Resources Ltd.|URC| 2,648,615 | 105,944,601 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 11,768,181 | 310,793 | 432 |6|||Quebec,SK||||||||||||||||||||1||||||
V-02059|1023160|TSXV |Uravan Minerals Inc.|UVN| 1,693,160 | 42,329,012 ||||Mining||||||||No|||AB|Canada||||||Tier1|| 4,227,681 | 196,958 | 246 |6|||SK||||||||||||||||||||1||||||
V-04357|1179555|TSXV |URZ Energy Corp.|URZ| 11,291,006 | 26,156,171 ||||Mining||IPO|20170705|||||No|||BC|Canada||||||Tier2|| 3,318,692 | 1,527,329 | 1,035 |6||||||||CO,UT,WY|||||||||||||||1||||||
V-03822|1135691|TSXV |Val-D'Or Mining Corporation|MZZ| 3,742,508 | 34,022,797 ||||Mining||Other|20110715|||||No|||Quebec|Canada||||||Tier2|| 1,062,234 | 118,421 | 139 |6|||ON,Quebec||||||||||1||||||||||||||||
V-02073|40944|TSXV |ValGold Resources Ltd.|VAL| 6,388,049 | 55,548,254 ||||Mining|||19880721|||||No|||BC|Canada||||||Tier2|| 13,881,253 | 1,415,746 | 724 |6|||ON||Venezuela||Ukraine|||1|1|||||||1|1||||||||||
V-02855|1118523|TSXV |ValOre Metals Corp.|VO| 12,856,830 | 24,724,673 ||||Mining||Other|20080707|||||No||1|BC|Canada||||||Tier2|| 17,130,062 | 1,357,688 | 1,047 |6|||NU, SK|||||||1|||||||||||||1|||1|||
V-00779|832372|TSXV |ValOro Resources Inc.|VRO| 3,909,680 | 21,720,447 ||||Mining||TSX Comedown|20160331|||||No|||BC|Canada||||||Tier1|| 19,209,905 | 661,791 | 905 |6|||||Mexico|||||1||1|||||||||||||||||
V-03803|1146680|TSXV |Valterra Resource Corporation|VQA| 2,285,775 | 76,192,487 ||||Mining||Other|20110628||||OTCQB|No|||BC|Canada||||||Tier2|| 4,736,986 | 125,458 | 163 |6|||Canada||||||||||||||||||||||||1||
V-02545|1112991|TSXV |Vanadium One Energy Corp.|VONE| 3,102,802 | 34,475,576 ||||Mining||QT|20070606|20100415||||Yes|||ON|Canada||||||Tier2|| 27,238,714 | 1,976,769 | 1,538 |6|||ON|||||||1|||||||||||||||||||
V-01423|23197|TSXV |Vanadiumcorp Resource Inc.|VRB| 20,612,401 | 229,026,676 ||||Mining||||||||No||1|BC|Canada||||||Tier1|| 25,466,574 | 2,995,426 | 2,853 |6|||Quebec|||||||||||||||||||||||||Vanadium|
V-02080|34882|TSXV |Vangold Mining Corp.|VAN| 3,705,404 | 61,756,729 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 12,984,996 | 1,397,495 | 1,503 |6|||||Mexico|||||1|1||||||||||||||||||
V-02998|1118809|TSXV |Vanity Capital Inc.|VYC| 2,544,071 | 9,605,265 ||||Mining||QT|20090714|20111108||||Yes|||BC|Canada||||||Tier2|| 96,000 | 30,596 | 20 |5|||||||||||||||||||||||||||||
V-02982|1121331|TSXV |Vanstar Mining Resources Inc.|VSR| 4,215,479 | 40,147,420 ||||Mining||IPO|20090508|||||No|||Quebec|Canada||||||Tier2|| 4,819,419 | 421,944 | 368 |6|||Quebec|||||||1|||||||||||||||||||
V-02083|39360|TSXV |Vantex Resources Ltd.|VAX| 818,907 | 3,342,564 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 3,240,658 | 259,126 | 241 |6|||Quebec|||||||1|||||||||||||||||||
V-02826|1118178|TSXV |Vatic Ventures Corp.|VCV| 4,342,817 | 23,477,033 ||||Mining|Agriculture|QT from NEX|20080515|20110127 NEX||||Yes|||BC|Canada||||||Tier2|| 30,935,456 | 2,484,009 | 1,484 |6||||Thailand|||||||||||||||||1||||||||
V-04067|1153745|TSXV |Vela Minerals Ltd.|VLA| 330,552 | 1,762,450 ||||Mining||IPO|20121024|||||No|||BC|Canada||||||Tier2|| 380,882 | 96,140 | 77 |3|||BC|||||||1|||||||||||||||||||
V-04079|1161501|TSXV |Velocity Minerals Ltd.|VLC| 10,510,587 | 67,810,237 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 6,617,871 | 1,307,644 | 565 |6|||||||||||||||||||||||||||||
V-03661|1135990|TSXV |Vendetta Mining Corp.|VTT| 27,523,683 | 144,861,491 ||||Mining||IPO|20101018|||||No||1|BC|Canada||||||Tier2|| 34,867,232 | 7,416,214 | 3,569 |6||Australia||||||||||||||||1|1||||||||||
V-03648|1132970|TSXV |Venerable Ventures Ltd.|VLV| 514,925 | 4,712,937 ||||Mining||QT|20100920|20110525||||Yes|||BC|Canada||||||Tier2|| 107,790 | 11,147 | 19 |6|||BC|||||||1|1||||||||||||||||||
V-02102|40933|TSXV |Victoria Gold Corp.|VIT| 271,847,158 | 776,706,166 ||||Mining||||||||No||1|ON|Canada||||||Tier2|| 49,270,849 | 19,090,676 | 11,874 |6|||YT|||||NV||1|||||||||||||||||||
V-02103|27875|TSXV |Victory Resources Corporation|VR| 2,473,242 | 13,740,234 ||||Mining||||||||No|||BC|Canada||||||Tier2|| 685,881 | 235,853 | 176 |6|||BC|||||||1||||||||||||1|||||1||
V-04052|1160785|TSXV |Virginia Energy Resources Inc.|VUI| 9,029,788 | 57,230,614 ||||Mining||Other|20120928|||||No|||BC|Canada||||||Tier2|| 1,724,302 | 269,007 | 362 |6||||||||VI|||||||||||||||1||||||
V-04060|1153800|TSXV |Viscount Mining Corp.|VML| 12,398,407 | 50,593,629 ||||Mining||QT|20121026|20130725|||OTCQB|Yes||1|BC|Canada||||||Tier2|| 12,474,139 | 4,033,297 | 2,295 |6||||||||NV||1|1||||||||||||||||||
V-02563|1113391|TSXV |Visible Gold Mines Inc.|VGD| 1,060,999 | 15,188,789 ||||Mining||Other|20070717|||||No|||Quebec|Canada||||||Tier2|| 3,509,370 | 358,474 | 282 |6|||Quebec|||||||1|||||||||||||||||||
V-00021|25012|TSXV |Vision Lithium inc.|VLI| 32,384,268 | 80,960,670 ||||Mining|||||||OTCQB|No|||Quebec|Canada||||||Tier2|| 11,947,061 | 6,647,604 | 2,586 |6|||NB,Quebec|||||||||||||||||||1|||||||
V-03079|1128565|TSXV |Viva Gold Corp.|VAU| 5,638,709 | 17,620,967 ||||Mining||QT from NEX|20100222|20171108 NEX||||Yes|||BC|Canada||||||Tier2|| 1,949,795 | 561,224 | 193 |6||||||||NV||1|||||||||||||||||||
V-02812|1114439|TSXV |Volcanic Gold Mines Inc.|VG| 6,882,981 | 45,886,538 ||||Mining||QT|20080417|20100201||||Yes|||BC|Canada||||||Tier2|| 3,741,043 | 706,613 | 616 |6|Guinea|||||||||1|||||||||||||||||||
V-03122|1127340|TSXV |Voltaic Minerals Corp.|VLT| 2,803,162 | 13,962,667 ||||Mining||RTO|20100527|20120815|20130419|||Yes|||BC|Canada||||||Tier2|| 10,382,490 | 892,200 | 722 |6||||||||UT||||||||||||||1|||||||
V-04006|1152795|TSXV |Voyageur Minerals Ltd.|VM| 2,383,210 | 48,160,119 ||||Mining||QT from NEX|20120518|20170307 NEX||||Yes|||AB|Canada||||||Tier2|| 1,480,624 | 107,871 | 296 |6|||BC|||||UT|||||||||||1|||1||||||Barite|
V-04267|1175165|TSXV |VR Resources Ltd.|VRR| 15,170,269 | 47,142,257 ||||Mining||QT|20150930|20170323||||Yes|||BC|Canada||||||Tier2|| 7,982,567 | 2,468,496 | 977 |6||||||||NV||||1|||||||||||||||||
